"Country","Year","GDP_sum"
Taiwan Province of China,2021,148.0
Tajikistan,2015,39.047
Tajikistan,2016,48.835
Tajikistan,2017,52.4713635444641
Tajikistan,2018,47.4
Tajikistan,2019,49.3
Tajikistan,2020,47.4874616
Tajikistan,2021,50.8
Tanzania,2015,28.52
Tanzania,2016,47.155
Tanzania,2017,51.113587617874096
Tanzania,2018,45.5
Tanzania,2019,47.599999999999994
Tanzania,2020,45.7163125
Tanzania,2021,43.300000000000004
Thailand,2015,96.69000000000001
Thailand,2016,108.92999999999999
Thailand,2017,112.78687715530401
Thailand,2018,101.6
Thailand,2019,105.0
Thailand,2020,100.70292950000001
Thailand,2021,110.7
Togo,2015,20.868000000000002
Togo,2016,28.122999999999998
Togo,2017,30.5444717407227
Togo,2018,25.900000000000002
Togo,2019,27.500000000000004
Togo,2020,26.811626599999997
Togo,2021,25.4
Trinidad & Tobago,2018,122.30000000000001
Trinidad & Tobago,2019,123.10000000000002
Trinidad and Tobago,2015,121.18299999999999
Trinidad and Tobago,2016,132.572
Trinidad and Tobago,2017,136.13559007644702
Trinidad and Tobago,2020,116.7641521
Tunisia,2015,88.11300000000001
Tunisia,2016,97.724
Tunisia,2017,100.72658061981198
Tunisia,2018,90.0
Tunisia,2019,92.1
Tunisia,2020,87.47426870000001
Tunisia,2021,91.9
Turkey,2015,106.09800000000001
Turkey,2016,116.49199999999999
Turkey,2017,119.82743740081801
Turkey,2018,114.79999999999998
Turkey,2019,118.3
Turkey,2020,112.71692510000001
Turkey,2021,126.00000000000001
Turkmenistan,2015,95.84700000000001
Turkmenistan,2016,108.017
Turkmenistan,2017,113.077676296234
Turkmenistan,2018,101.59999999999998
Turkmenistan,2019,105.2
Turkmenistan,2020,100.89635850000002
Turkmenistan,2021,104.60000000000001
Uganda,2015,21.102
Uganda,2016,34.718999999999994
Uganda,2017,38.1430715322495
Uganda,2018,32.199999999999996
Uganda,2019,33.2
Uganda,2020,31.233742799999998
Uganda,2021,36.4
Ukraine,2015,79.907
Ukraine,2016,87.287
Ukraine,2017,89.465194940567
Ukraine,2018,79.29999999999998
Ukraine,2019,82.00000000000001
Ukraine,2020,78.04346079999999
Ukraine,2021,97.89999999999999
United Arab Emirates,2015,142.727
United Arab Emirates,2016,157.352
United Arab Emirates,2017,162.63433694839497
United Arab Emirates,2019,150.29999999999998
United Arab Emirates,2020,143.1086421
United Arab Emirates,2021,155.5
United Kingdom,2015,126.63700000000001
United Kingdom,2016,140.283
United Kingdom,2017,144.163393974304
United Kingdom,2018,124.4
United Kingdom,2019,133.29999999999998
United Kingdom,2020,127.3061037
United Kingdom,2021,142.3
United States,2015,139.451
United States,2016,150.796
United States,2017,154.625928401947
United States,2018,139.79999999999998
United States,2019,143.30000000000004
United States,2020,137.398684
United States,2021,153.29999999999998
Uruguay,2015,106.16600000000001
Uruguay,2016,118.15699999999998
Uruguay,2017,121.755969524384
Uruguay,2018,109.3
Uruguay,2019,112.4
Uruguay,2020,107.1000457
Uruguay,2021,116.39999999999999
Uzbekistan,2015,63.244000000000014
Uzbekistan,2016,73.591
Uzbekistan,2017,78.64410877227782
Uzbekistan,2018,71.9
Uzbekistan,2019,74.5
Uzbekistan,2020,69.66529489999998
Uzbekistan,2021,76.9
Venezuela,2015,104.424
Venezuela,2016,113.36699999999999
Venezuela,2017,112.84312009811396
Venezuela,2018,99.6
Venezuela,2019,96.0
Venezuela,2020,77.0238638
Venezuela,2021,85.2
Vietnam,2015,63.21600000000001
Vietnam,2016,74.03699999999999
Vietnam,2017,78.8547575473785
Vietnam,2018,71.5
Vietnam,2019,74.09999999999998
Vietnam,2020,71.80923820000001
Vietnam,2021,81.69999999999997
Yemen,2015,54.649
Yemen,2016,57.938999999999986
Yemen,2017,59.16834473609921
Yemen,2018,44.199999999999996
Yemen,2019,28.7
Yemen,2020,39.270177499999996
Yemen,2021,32.900000000000006
Zambia,2015,47.038000000000004
Zambia,2016,61.202000000000005
Zambia,2017,63.6406779289246
Zambia,2018,56.199999999999996
Zambia,2019,57.8
Zambia,2020,53.683376300000006
Zambia,2021,52.800000000000004
Zimbabwe,2015,27.099999999999994
Zimbabwe,2016,35.041
Zimbabwe,2017,37.5846534967422
Zimbabwe,2018,35.7
Zimbabwe,2019,36.6
Zimbabwe,2020,42.5564021
Zimbabwe,2021,45.7
