"Country","Year","Avg_score"
Taiwan,2019,6.446000000000001
Taiwan Province of China,2017,6.42199993133545
Taiwan Province of China,2020,6.455399990000001
Taiwan Province of China,2021,6.584
Tajikistan,2015,4.785999999999999
Tajikistan,2016,4.9959999999999996
Tajikistan,2017,5.040999889373781
Tajikistan,2018,5.199
Tajikistan,2019,5.467
Tajikistan,2020,5.555699824999999
Tajikistan,2021,5.466
Tanzania,2015,3.7809999999999997
Tanzania,2016,3.665999999999999
Tanzania,2017,3.348999977111821
Tanzania,2018,3.3030000000000004
Tanzania,2019,3.231
Tanzania,2020,3.476200104
Tanzania,2021,3.623
Thailand,2015,6.454999999999999
Thailand,2016,6.474
Thailand,2017,6.423999786376949
Thailand,2018,6.072
Thailand,2019,6.008
Thailand,2020,5.998799801
Thailand,2021,5.985
Togo,2015,2.839
Togo,2016,3.303
Togo,2017,3.49499988555908
Togo,2018,3.9989999999999997
Togo,2019,4.085000000000001
Togo,2020,4.187200069
Togo,2021,4.107
Trinidad & Tobago,2018,6.191999999999999
Trinidad & Tobago,2019,6.192
Trinidad and Tobago,2015,6.168
Trinidad and Tobago,2016,6.168
Trinidad and Tobago,2017,6.16800022125244
Trinidad and Tobago,2020,6.191899776
Tunisia,2015,4.739
Tunisia,2016,5.045
Tunisia,2017,4.80499982833862
Tunisia,2018,4.592
Tunisia,2019,4.461
Tunisia,2020,4.392199993
Tunisia,2021,4.595999999999999
Turkey,2015,5.331999999999999
Turkey,2016,5.389
Turkey,2017,4.583333333333333
Turkey,2018,5.483
Turkey,2019,5.373000000000001
Turkey,2020,5.131800175000001
Turkey,2021,4.948
Turkmenistan,2015,5.548
Turkmenistan,2016,5.658
Turkmenistan,2017,5.82200002670288
Turkmenistan,2018,5.636000000000001
Turkmenistan,2019,5.247
Turkmenistan,2020,5.119100094
Turkmenistan,2021,5.066
Uganda,2015,3.9309999999999996
Uganda,2016,3.739
Uganda,2017,4.08099985122681
Uganda,2018,4.161
Uganda,2019,4.189000000000001
Uganda,2020,4.43200016
Uganda,2021,4.636
Ukraine,2015,4.681
Ukraine,2016,4.324
Ukraine,2017,4.09600019454956
Ukraine,2018,4.103000000000001
Ukraine,2019,4.332
Ukraine,2020,4.56069994
Ukraine,2021,4.875
United Arab Emirates,2015,6.900999999999999
United Arab Emirates,2016,6.573
United Arab Emirates,2017,6.64799976348877
United Arab Emirates,2019,6.825
United Arab Emirates,2020,6.790800094999999
United Arab Emirates,2021,6.560999999999998
United Kingdom,2015,6.866999999999999
United Kingdom,2016,6.725
United Kingdom,2017,6.714000225067139
United Kingdom,2018,7.19
United Kingdom,2019,7.053999999999999
United Kingdom,2020,7.164500237000001
United Kingdom,2021,7.064
United States,2015,7.119
United States,2016,7.103999999999999
United States,2017,6.99300003051758
United States,2018,6.886000000000001
United States,2019,6.892
United States,2020,6.939599991
United States,2021,6.950999999999999
Uruguay,2015,6.485000000000001
Uruguay,2016,6.545
Uruguay,2017,6.453999996185299
Uruguay,2018,6.3790000000000004
Uruguay,2019,6.293
Uruguay,2020,6.440100193000001
Uruguay,2021,6.431
Uzbekistan,2015,6.003
Uzbekistan,2016,5.987
Uzbekistan,2017,5.97100019454956
Uzbekistan,2018,6.096
Uzbekistan,2019,6.174
Uzbekistan,2020,6.257599831
Uzbekistan,2021,6.179
Venezuela,2015,6.8100000000000005
Venezuela,2016,6.084
Venezuela,2017,5.25
Venezuela,2018,4.806
Venezuela,2019,4.707
Venezuela,2020,5.053199768
Venezuela,2021,4.892
Vietnam,2015,5.359999999999999
Vietnam,2016,5.061
Vietnam,2017,5.07399988174438
Vietnam,2018,5.102999999999999
Vietnam,2019,5.175
Vietnam,2020,5.353499889000001
Vietnam,2021,5.411
Yemen,2015,4.077
Yemen,2016,3.7239999999999993
Yemen,2017,3.5929999351501505
Yemen,2018,3.3549999999999995
Yemen,2019,3.3799999999999994
Yemen,2020,3.527400017
Yemen,2021,3.658
Zambia,2015,5.129
Zambia,2016,4.794999999999999
Zambia,2017,4.51399993896484
Zambia,2018,4.376999999999999
Zambia,2019,4.107000000000001
Zambia,2020,3.7593998909999997
Zambia,2021,4.073
Zimbabwe,2015,4.610000000000001
Zimbabwe,2016,4.193
Zimbabwe,2017,2.9062500000000004
Zimbabwe,2018,3.692
Zimbabwe,2019,3.663
Zimbabwe,2020,3.299200057999999
Zimbabwe,2021,3.1450000000000005
