"Year","Score"
2015,17.648195407652437
2015,16.314753481503416
2015,15.778127845289523
2015,14.323029032661204
2015,13.74545634297988
2015,13.569322888177297
2015,13.300710070755393
2015,13.235936611549777
2015,12.983732076539695
2015,12.648031767119635
2015,12.576859808217216
2015,12.388286999878662
2015,12.27135093757727
2015,12.200725784261646
2015,12.077230360026684
2015,11.966502397521907
2015,11.956931559551984
2015,11.933929359633826
2015,11.899422572853325
2015,11.877990510189173
2015,11.86357246211
2015,11.822241118773118
2015,11.768122045927443
2015,11.74611161406292
2015,11.371454888638176
2015,11.364303477228976
2015,11.304932137737067
2015,11.289168499302903
2015,11.156538625160168
2015,11.068960010673539
2015,11.012387278486583
2015,11.01189159460293
2015,10.918752541471838
2015,10.775793767335449
2015,10.74567020952403
2015,10.678877999722298
2015,10.664081214175626
2015,10.63318109402316
2015,10.609211963242398
2015,10.577158130419706
2015,10.563060077419621
2015,10.413124018338792
2015,10.411712910440903
2015,10.343255002087934
2015,10.333356025083013
2015,10.333197749983512
2015,10.323837562076443
2015,10.305838628272571
2015,10.254521287033574
2015,10.239680802770126
2015,10.184480852929118
2015,10.073855196366141
2015,10.039828389459094
2015,9.968602116246787
2015,9.936255900134269
2015,9.924286142336609
2015,9.894793805935473
2015,9.87473411717218
2015,9.812890109766014
2015,9.793635377905899
2015,9.773462695656471
2015,9.757939285467046
2015,9.710152758796244
2015,9.640569271874709
2015,9.636403938280946
2015,9.632202895577207
2015,9.620062847015143
2015,9.580873810490818
2015,9.532024834714788
2015,9.516646928858288
2015,9.502193411601864
2015,9.49125803092124
2015,9.429734837755976
2015,9.392605211061964
2015,9.374380768902961
2015,9.356538432130181
2015,9.33556101066336
2015,9.324413046267717
2015,9.316159520519811
2015,9.315702293563485
2015,9.299420865884983
2015,9.249125214179996
2015,9.24684685099652
2015,9.177839225072907
2015,9.161461251623285
2015,9.130092612650492
2015,9.104851099920072
2015,9.088500949565619
2015,9.038783133834755
2015,9.003619225512034
2015,8.978320882987006
2015,8.941083317756853
2015,8.94027490059012
2015,8.899084778026456
2015,8.890906323593105
2015,8.887365381212268
2015,8.829060409033971
2015,8.825266521106398
2015,8.812239473568612
2015,8.794055688944386
2015,8.792442752834686
2015,8.76511244354868
2015,8.752005865625259
2015,8.728169672344976
2015,8.683829655064127
2015,8.676929099809202
2015,8.66607352895265
2015,8.64579109882973
2015,8.61243823707439
2015,8.598497734212309
2015,8.59841362548923
2015,8.578179759205614
2015,8.554256079839776
2015,8.537628926482256
2015,8.529356839309976
2015,8.513261843909314
2015,8.50332374110261
2015,8.495310399685856
2015,8.491024578498214
2015,8.47165266058313
2015,8.450842483320072
2015,8.373928781784041
2015,8.363184378088294
2015,8.34805680532901
2015,8.344302028690063
2015,8.33138370075276
2015,8.326378567092625
2015,8.322727779872826
2015,8.292041663383989
2015,8.21187294514228
2015,8.204178600661821
2015,8.202466022419312
2015,8.17766323412465
2015,8.147327440311726
2015,8.144904432689684
2015,8.129014057084174
2015,8.106349289412917
2015,8.047492985488125
2015,8.033132922134376
2015,8.03137499926401
2015,7.972416365228967
2015,7.961984029723593
2015,7.930361996814901
2015,7.920507266779849
2015,7.916007355293346
2015,7.914380827353275
2015,7.8369672568450115
2015,7.772525073244629
2015,7.754718657786538
2015,7.644970803499429
2015,7.628070741882791
2015,7.621153326659275
2015,7.618201602719359
2015,7.61508609393457
2015,7.595767938065795
2015,7.588329381781984
2015,7.571314233690212
2015,7.539751661897108
2015,7.537603029891968
2015,7.535100874363658
2015,7.533382292922095
2015,7.5197051639851376
2015,7.493406835998588
2015,7.485137340664473
2015,7.483156300569534
2015,7.449933140306094
2015,7.435328124818145
2015,7.417904177829592
2015,7.4118118008202
2015,7.407965523094157
2015,7.293072826308515
2015,7.2855818687695875
2015,7.23512841624573
2015,7.208172719595751
2015,7.204232983988523
2015,7.159023618420549
2015,7.153288772541537
2015,7.148923300749996
2015,7.075014426202527
2015,7.046770380712444
2015,7.030343351279386
2015,7.025062597328363
2015,6.999021976758246
2015,6.998865341539345
2015,6.9908535022098315
2015,6.962784807726694
2015,6.94076593370615
2015,6.939493112266571
2015,6.938867122453926
2015,6.933302046638342
2015,6.9326752857445255
2015,6.930402194134163
2015,6.914483670990031
2015,6.898038168265335
2015,6.884900767990843
2015,6.88389929679045
2015,6.869859488034874
2015,6.843966362193832
2015,6.840169100540911
2015,6.83017524012964
2015,6.827083209093526
2015,6.806945983762063
2015,6.768044363934856
2015,6.7587683320642835
2015,6.7475899568159425
2015,6.724664593838289
2015,6.718651854794549
2015,6.7175256669644865
2015,6.685535683936517
2015,6.674183742741684
2015,6.673359454156559
2015,6.646094730835649
2015,6.599847065732516
2015,6.58516908262283
2015,6.5802290144052185
2015,6.5597115702253905
2015,6.536708141341674
2015,6.53113026747981
2015,6.527186102158725
2015,6.52164150990495
2015,6.5078653711671395
2015,6.456000147303566
2015,6.4279791720842585
2015,6.424321346114628
2015,6.367366746655799
2015,6.358882820958081
2015,6.3473340930563005
2015,6.336940165240875
2015,6.268723260322028
2015,6.239267040526418
2015,6.236032584599156
2015,6.2302830271947185
2015,6.226618865354077
2015,6.223716565888758
2015,6.220383575460711
2015,6.2045888198471095
2015,6.2015460667582145
2015,6.194032030290865
2015,6.185542469397858
2015,6.181427179302342
2015,6.154476348887626
2015,6.147234267212398
2015,6.132841662720895
2015,6.115732027358818
2015,6.091015118551373
2015,6.030388915516892
2015,6.013372247287319
2015,6.011634101183234
2015,6.004484229924911
2015,5.983208405648972
2015,5.976400722056781
2015,5.974826015342489
2015,5.953497585852935
2015,5.949976021006403
2015,5.928469700196992
2015,5.925951773724588
2015,5.899708835668133
2015,5.889047568532017
2015,5.860024402887012
2015,5.859655763745536
2015,5.833091594378287
2015,5.822023400853983
2015,5.796494928292054
2015,5.770991207171758
2015,5.761017006050123
2015,5.751033903186179
2015,5.7167109065172514
2015,5.708179994664314
2015,5.697181662357266
2015,5.6864056437404
2015,5.673894360095592
2015,5.672282116293381
2015,5.659092432638554
2015,5.653552123415718
2015,5.646779188541234
2015,5.632718301934121
2015,5.6311358163921765
2015,5.617597668781224
2015,5.607434512989965
2015,5.605551460603379
2015,5.592860815105638
2015,5.572695359679215
2015,5.5716343184274155
2015,5.567935238904207
2015,5.5607210284168715
2015,5.5497397362721745
2015,5.548804699097607
2015,5.546004289875352
2015,5.5426425958514605
2015,5.52379692655058
2015,5.520092905207315
2015,5.5044184723124925
2015,5.500578443518686
2015,5.480010907072214
2015,5.47089371151379
2015,5.4636442922696045
2015,5.448734384678693
2015,5.428563781475552
2015,5.420734505265056
2015,5.411499875454085
2015,5.4113236721200195
2015,5.4109007534855165
2015,5.343167628764156
2015,5.306784647398357
2015,5.306484078595643
2015,5.283731190534399
2015,5.2786976213322125
2015,5.275629055386241
2015,5.26630904715931
2015,5.220183352351051
2015,5.2045150058347485
2015,5.191192668047315
2015,5.180595222835356
2015,5.158936017148095
2015,5.14712485252422
2015,5.141426269350283
2015,5.133567439873175
2015,5.131037637901821
2015,5.117216473556099
2015,5.099215147742486
2015,5.077600011210207
2015,5.067694198535638
2015,5.053439945819814
2015,5.033425358966181
2015,4.994444202449759
2015,4.985668348776467
2015,4.982391461761426
2015,4.9782427799855125
2015,4.974606018351746
2015,4.9621890798580335
2015,4.934431795653787
2015,4.9294608362995245
2015,4.905469392342449
2015,4.887947051153264
2015,4.877360484427897
2015,4.8614597886588236
2015,4.859881803963528
2015,4.846667915131472
2015,4.841984810926722
2015,4.832182825909704
2015,4.81729574599973
2015,4.810568072207571
2015,4.808088824463784
2015,4.796346667875112
2015,4.771642215619411
2015,4.763195143306182
2015,4.744714008590002
2015,4.71587078471982
2015,4.7096554668761925
2015,4.703043405724781
2015,4.700340020347679
2015,4.678372026996277
2015,4.669406008001175
2015,4.638787194995036
2015,4.626053338386704
2015,4.62343145095525
2015,4.619753125690946
2015,4.613979614054183
2015,4.607240111872874
2015,4.59540288164768
2015,4.590968846982548
2015,4.577187666590582
2015,4.545907184578063
2015,4.538081003145471
2015,4.534678811495471
2015,4.523906365857616
2015,4.515148894892902
2015,4.509895267008258
2015,4.507353915320657
2015,4.5025253346021135
2015,4.475926399481612
2015,4.461848908502557
2015,4.4576747174781834
2015,4.4521956946533345
2015,4.43740039179626
2015,4.403606443029243
2015,4.390056644777271
2015,4.383777775595033
2015,4.372493467863981
2015,4.3655575885916065
2015,4.362764084945071
2015,4.3463099796680975
2015,4.321051081217838
2015,4.316317059965054
2015,4.275658595632442
2015,4.259145313873594
2015,4.243685335443637
2015,4.236768850934469
2015,4.220488752724591
2015,4.203380667715328
2015,4.199701610428816
2015,4.197296628063808
2015,4.143370994729378
2015,4.126167613659603
2015,4.11603857477316
2015,4.1104878068875355
2015,4.102899121074933
2015,4.089107609827179
2015,4.0592348003994765
2015,4.0378907150144645
2015,3.991332210198608
2015,3.9691889861790117
2015,3.967225781309026
2015,3.9191841306961033
2015,3.901629543175124
2015,3.877209830422827
2015,3.870547727979828
2015,3.8681931857420944
2015,3.8455864542111198
2015,3.8324574645887264
2015,3.8126762839038513
2015,3.8032414253969495
2015,3.8003998665552166
2015,3.786133738939723
2015,3.785556548445799
2015,3.7667746247837326
2015,3.7592841418105403
2015,3.7592081117994707
2015,3.75220929595382
2015,3.735544073453459
2015,3.7315153907737897
2015,3.69908852723829
2015,3.696011079489317
2015,3.6852888507128974
2015,3.6619073366971406
2015,3.6540398192764
2015,3.6294508682101227
2015,3.6131566556070482
2015,3.6002824493281484
2015,3.5936340649284664
2015,3.5790963951744015
2015,3.5669833946921035
2015,3.56001801433591
2015,3.5538894352646815
2015,3.546944875612435
2015,3.539272475999078
2015,3.5295358027616337
2015,3.528409227912998
2015,3.5130675262887125
2015,3.4967998448097672
2015,3.459666362483218
2015,3.433523776338306
2015,3.4326787867481463
2015,3.410718414587908
2015,3.387008931352139
2015,3.386954005580438
2015,3.38449929396186
2015,3.3619753268942603
2015,3.3617566776271794
2015,3.3598504514236467
2015,3.358376021956541
2015,3.332378429288734
2015,3.3308013691600467
2015,3.310350113275731
2015,3.2986877834855663
2015,3.2955084008581768
2015,3.2929797398871186
2015,3.2761630212143578
2015,3.245945609327536
2015,3.241965299435035
2015,3.231993223201408
2015,3.2201442520007064
2015,3.2115407615404745
2015,3.187039058289648
2015,3.1798376086103293
2015,3.135935330527732
2015,3.1300866859359977
2015,3.127613177622906
2015,3.1263793350658764
2015,3.114565456495072
2015,3.11246511929714
2015,3.080294118032094
2015,3.0368246570488746
2015,3.022725073377488
2015,3.005297982837419
2015,2.992699944763502
2015,2.9750904895329984
2015,2.966270698719199
2015,2.961442773549343
2015,2.9583472729784557
2015,2.9379709172231747
2015,2.9322546133182126
2015,2.9255779655724012
2015,2.9225072068035685
2015,2.92035711725559
2015,2.916760303774848
2015,2.902133471886103
2015,2.8781836439587236
2015,2.8694999750727894
2015,2.8624673692578555
2015,2.8238734640698677
2015,2.7776817109969727
2015,2.7719068923599184
2015,2.771045781129481
2015,2.712999500268362
2015,2.705172006169875
2015,2.704185398843863
2015,2.7007021368698716
2015,2.7006926430018128
2015,2.603279673502269
2015,2.600617590139291
2015,2.5754356536383125
2015,2.572276703856711
2015,2.5653104741331383
2015,2.508658756415244
2015,2.506575126235526
2015,2.4854281784271897
2015,2.472144604398584
2015,2.46965832414521
2015,2.462442510070373
2015,2.448258057822633
2015,2.4385524025908447
2015,2.438409193900679
2015,2.415156582962093
2015,2.4068028772689005
2015,2.4033181569411077
2015,2.4028224259996978
2015,2.3910521610326656
2015,2.3904090533699742
2015,2.3881371729257665
2015,2.387177526143568
2015,2.38176950192266
2015,2.3479794653806834
2015,2.3295466808107115
2015,2.3288835619661996
2015,2.3082062342020246
2015,2.2856824307482433
2015,2.273968345906113
2015,2.1964281110667234
2015,2.1648823109835114
2015,2.1435742543506557
2015,2.0804894273633727
2015,2.058112709665659
2015,2.0429436957087703
2015,2.0425692417203662
2015,2.0385154402972105
2015,2.037305514484753
2015,2.035234212716587
2015,2.03041794283476
2015,2.010876297522919
2015,1.9632983568688402
2015,1.949813583332917
2015,1.9410007426132228
2015,1.9040788106567763
2015,1.898638894882957
2015,1.898465776479988
2015,1.8939465920928378
2015,1.8891768676267957
2015,1.8869101438599003
2015,1.8726746933268419
2015,1.8655581809358548
2015,1.8478930532187186
2015,1.831683739292444
2015,1.8232112910542935
2015,1.8212314422648064
2015,1.7951392098975838
2015,1.795006931049778
2015,1.7651056340618618
2015,1.7527033695921204
2015,1.7498229687234832
2015,1.7265599691696296
2015,1.7194002117824791
2015,1.6931367468725242
2015,1.6500777169594043
2015,1.6482663611523583
2015,1.6329044716736212
2015,1.6115472252997776
2015,1.6087007767796053
2015,1.6079525113687498
2015,1.595966074093242
2015,1.5389068552754426
2015,1.532753647592239
2015,1.52323090868656
2015,1.4794837776045289
2015,1.4652230484381294
2015,1.4465695233595897
2015,1.426171622771474
2015,1.3928098421147492
2015,1.3779463094128281
2015,1.3568200721858825
2015,1.3553862360729885
2015,1.3415404869878158
2015,1.3408733971480393
2015,1.327707613109481
2015,1.2977870423657363
2015,1.273824378567043
2015,1.222139959048135
2015,1.2094789895982934
2015,1.1566100305986058
2015,1.1403565982957893
2015,1.1365528341859
2015,1.1298397691189688
2015,1.1130254845511387
2015,1.0670596661070555
2015,1.0632223237141274
2015,0.9978275233800153
2015,0.976168603679178
2015,0.97612026493674
2015,0.9609229947776201
2015,0.9601274502567373
2015,0.9087752519319106
2015,0.905423491656435
2015,0.891030810632561
2015,0.8850861131254375
2015,0.883198134644493
2015,0.8646416433447338
2015,0.8599321245669354
2015,0.8545895158546621
2015,0.8384237519434049
2015,0.8315794425433024
2015,0.8242737569074116
2015,0.7830549422094443
2015,0.7724104753835647
2015,0.7700101046511472
2015,0.7408501154028834
2015,0.7361424521385905
2015,0.7150351974228462
2015,0.7056370234628124
2015,0.6747264175122722
2015,0.6392785807235273
2015,0.6078757942493979
2015,0.5335079494797231
2015,0.5033965728576242
2015,0.47226145735299707
2015,0.45870693622188635
2015,0.4553161497357165
2015,0.44288309242670065
2015,0.41366517607537967
2015,0.3215845309565643
2015,0.3190837354384267
2015,0.2406642591898934
2015,0.22997248587114852
2015,0.21784010194146258
2015,0.21296187298563937
2015,0.20977819959267924
2015,0.1992289258877364
2015,0.19211117600632718
2015,0.18195145302202956
2015,0.17643782387746798
2015,0.16408993553449092
2015,0.16358726357758427
2015,0.13768471528507606
2015,0.12233783592663074
2015,0.08127229787389588
2015,0.05455783745208922
2016,22.16862664077428
